Entity,Code,Year,Life Expectancy,GDP Per Capita,Annotations,Population,Continent
Papua New Guinea,PNG,2019,64.501,,,8776119,
Paraguay,PRY,2019,74.254,,,7044639,
Peru,PER,2019,76.736,,,32510462,
Philippines,PHL,2019,71.231,,,108116622,
Poland,POL,2019,78.73,,,37887771,
Portugal,PRT,2019,82.049,,,10226178,
Puerto Rico,PRI,2019,80.104,,,2933404,
Qatar,QAT,2019,80.227,,,2832071,
Reunion,REU,2019,80.484,,,888932,
Romania,ROU,2019,76.054,,,19364558,
Russia,RUS,2019,72.584,,,145872260,
Rwanda,RWA,2019,69.024,,,12626938,
Saint Barthlemy,,2019,82.023,,,9853,
Saint Helena,SHN,2019,80.558,,,6061,
Saint Kitts and Nevis,KNA,2019,76.226,,,52834,
Saint Lucia,LCA,2019,76.203,,,182795,
Saint Martin (French part),MAF,2019,82.076,,,38002,
Saint Pierre and Miquelon,SPM,2019,81.068,,,5821,
Saint Vincent and the Grenadines,VCT,2019,72.534,,,110593,
Samoa,WSM,2019,73.321,,,197093,
San Marino,SMR,2019,84.972,,,33864,
Sao Tome and Principe,STP,2019,70.385,,,215048,
Saudi Arabia,SAU,2019,75.133,,,34268529,
Senegal,SEN,2019,67.941,,,16296362,
Serbia,SRB,2019,76.001,,,8772228,
Seychelles,SYC,2019,73.402,,,97741,
Sierra Leone,SLE,2019,54.696,,,7813207,
Singapore,SGP,2019,83.62,,,5804343,
Sint Maarten (Dutch part),SXM,2019,78.951,,,42389,
Slovakia,SVK,2019,77.542,,,5457012,
Slovenia,SVN,2019,81.324,,,2078654,
Solomon Islands,SLB,2019,72.996,,,669821,
Somalia,SOM,2019,57.397,,,15442906,
South Africa,ZAF,2019,64.131,,,58558267,
South America,,2019,,,,427199425,
South Korea,KOR,2019,83.033,,,51225321,
South Sudan,SSD,2019,57.846,,,11062114,
Spain,ESP,2019,83.565,,,46736782,
Sri Lanka,LKA,2019,76.978,,,21323734,
Sudan,SDN,2019,65.311,,,42813237,
Suriname,SUR,2019,71.682,,,581363,
Sweden,SWE,2019,82.797,,,10036391,
Switzerland,CHE,2019,83.779,,,8591361,
Syria,SYR,2019,72.697,,,17070132,
Taiwan,TWN,2019,80.456,,,23773881,
Tajikistan,TJK,2019,71.097,,,9321023,
Tanzania,TZA,2019,65.456,,,58005461,
Thailand,THA,2019,77.15,,,69625581,
Timor,TLS,2019,69.495,,,1293120,
Togo,TGO,2019,61.042,,,8082359,
Tokelau,TKL,2019,81.86,,,1330,
Tonga,TON,2019,70.907,,,104497,
Trinidad and Tobago,TTO,2019,73.507,,,1394969,
Tunisia,TUN,2019,76.699,,,11694721,
Turkey,TUR,2019,77.691,,,83429607,
Turkmenistan,TKM,2019,68.191,,,5942094,
Turks and Caicos Islands,TCA,2019,80.222,,,38194,
Tuvalu,TUV,2019,67.567,,,11655,
Uganda,UGA,2019,63.368,,,44269587,
Ukraine,UKR,2019,72.065,,,43993643,
United Arab Emirates,ARE,2019,77.972,,,9770526,
United Kingdom,GBR,2019,81.321,,,67530161,
United States,USA,2019,78.862,,,329064917,
United States Virgin Islands,VIR,2019,80.583,,,104579,
Uruguay,URY,2019,77.911,,,3461731,
Uzbekistan,UZB,2019,71.725,,,32981714,
Vanuatu,VUT,2019,70.474,,,299882,
Vatican,VAT,2019,75.125,,,815,
Venezuela,VEN,2019,72.064,,,28515829,
Vietnam,VNM,2019,75.4,,,96462108,
Wallis and Futuna,WLF,2019,79.944,,,11436,
Western Sahara,ESH,2019,70.263,,,582458,
World,OWID_WRL,2019,72.584,,,7713468203,
Yemen,YEM,2019,66.125,,,29161922,
Zambia,ZMB,2019,63.886,,,17861034,
Zimbabwe,ZWE,2019,61.49,,,14645473,
Afghanistan,AFG,2018,64.486,1935,,37171922,
Africa,,2018,62.839,,,1275921014,
Albania,ALB,2018,78.458,11104,,2882735,
Algeria,DZA,2018,76.693,14228,,42228415,
American Samoa,ASM,2018,73.679,,,55461,
Americas,,2018,76.72842701,,,,
Andorra,AND,2018,83.594,,,77008,
Angola,AGO,2018,60.782,7771,,30809787,
Anguilla,AIA,2018,81.714,,,14738,
Antigua and Barbuda,ATG,2018,76.885,,,96282,
Argentina,ARG,2018,76.52,18556,,44361150,
Armenia,ARM,2018,74.945,11454,,2951741,
Aruba,ABW,2018,76.152,,,105846,
Asia,,2018,73.381,,,4559477874,
Australia,AUS,2018,83.281,49831,,24898153,
Austria,AUT,2018,81.434,42988,,8891383,
Azerbaijan,AZE,2018,72.864,16628,,9949537,
Bahamas,BHS,2018,73.752,,,385635,
Bahrain,BHR,2018,77.163,39499,,1569440,
Bangladesh,BGD,2018,72.32,4099,,161376713,
Barbados,BRB,2018,79.081,11995,,286640,
Belarus,BLR,2018,74.59,18727,,9452615,
Belgium,BEL,2018,81.468,39756,,11482180,
Belize,BLZ,2018,74.496,,,383071,
Benin,BEN,2018,61.47,2220,,11485035,
Bermuda,BMU,2018,82.459,,,62763,
Bhutan,BTN,2018,71.46,,,754396,
Bolivia,BOL,2018,71.239,6696,,11353140,
Bonaire Sint Eustatius and Saba,BES,2018,77.608,,,25709,
Bosnia and Herzegovina,BIH,2018,77.262,10461,,3323929,
Botswana,BWA,2018,69.275,15842,,2254067,
Brazil,BRA,2018,75.672,14034,,209469320,
British Virgin Islands,VGB,2018,78.907,,,29795,
Brunei,BRN,2018,75.722,,,428960,
Bulgaria,BGR,2018,74.928,18444,,7051610,
Burkina Faso,BFA,2018,61.174,1590,,19751466,
Burundi,BDI,2018,61.247,651,,11175379,
Cambodia,KHM,2018,69.57,3629,,16249795,
Cameroon,CMR,2018,58.921,2888,,25216261,
Canada,CAN,2018,82.315,44869,,37074558,
Cape Verde,CPV,2018,72.782,6831,,543764,
Cayman Islands,CYM,2018,83.781,,,64172,
Central African Republic,CAF,2018,52.805,623,,4666375,
Chad,TCD,2018,53.977,2046,,15477727,
Channel Islands,OWID_CIS,2018,82.928,,,170496,
Chile,CHL,2018,80.042,22105,,18729166,
China,CHN,2018,76.704,13102,,1427647789,
Colombia,COL,2018,77.109,13545,,49661056,
Comoros,COM,2018,64.118,1724,,832322,
Congo,COG,2018,64.29,5715,,5244363,
Cook Islands,COK,2018,76.05,,,17519,
Costa Rica,CRI,2018,80.095,14686,,4999443,
Cote d'Ivoire,CIV,2018,57.422,3714,,25069226,
Croatia,HRV,2018,78.342,22012,,4156407,
Cuba,CUB,2018,78.726,8326,,11338146,
Curacao,CUW,2018,78.733,,,162753,
Cyprus,CYP,2018,80.828,27184,,1189262,
Czechia,CZE,2018,79.222,30749,,10665679,
Czechoslovakia,OWID_CZS,2018,,29601,,,
Democratic Republic of Congo,COD,2018,60.368,859,,84068092,
Denmark,DNK,2018,80.784,46312,,5752131,
Djibouti,DJI,2018,66.582,3296,,958923,
Dominica,DMA,2018,74.806,9021,,71626,
Dominican Republic,DOM,2018,73.892,15912,,10627147,
East Asia,,2018,,16327,,,
Eastern Europe,,2018,,20681,,,
Ecuador,ECU,2018,76.8,10639,,17084359,
Egypt,EGY,2018,71.825,11957,,98423602,
El Salvador,SLV,2018,73.096,8598,,6420740,
Equatorial Guinea,GNQ,2018,58.402,28529,,1308966,
Eritrea,ERI,2018,65.941,,,3452797,
Estonia,EST,2018,78.567,27409,,1322913,
Eswatini,SWZ,2018,59.401,8068,,1136274,
Ethiopia,ETH,2018,66.24,1838,,109224410,
Europe,,2018,78.425,,,747608696,
Faeroe Islands,FRO,2018,80.52,,,48497,
Falkland Islands,FLK,2018,81.304,,,3236,
Fiji,FJI,2018,67.341,,,883490,
Finland,FIN,2018,81.736,38897,,5522585,
Former USSR,,2018,,19539,,,
Former Yugoslavia,,2018,,16558,,,
France,FRA,2018,82.541,38516,,64990512,
French Guiana,GUF,2018,79.832,,,282936,
French Polynesia,PYF,2018,77.462,,,277673,
Gabon,GAB,2018,66.187,17614,,2119275,
Gambia,GMB,2018,61.735,1882,,2280092,
Georgia,GEO,2018,73.6,11985,,4002946,
Germany,DEU,2018,81.18,46178,,83124413,
Ghana,GHA,2018,63.78,4267,,29767108,
Gibraltar,GIB,2018,79.778,,,33715,
Greece,GRC,2018,82.072,23451,,10522244,
Greenland,GRL,2018,71.632,,,56565,
Grenada,GRD,2018,72.384,,,111449,
Guadeloupe,GLP,2018,81.931,,,399848,
Guam,GUM,2018,79.859,,,165770,
Guatemala,GTM,2018,74.063,7402,,17247855,
Guinea,GIN,2018,61.185,1606,,12414292,
Guinea-Bissau,GNB,2018,58.003,1501,,1874304,
Guyana,GUY,2018,69.774,,,779007,
Haiti,HTI,2018,63.66,1729,,11123183,
Honduras,HND,2018,75.088,5042,,9587523,
Hong Kong,HKG,2018,84.687,50839,,7371728,
Hungary,HUN,2018,76.701,25623,,9707502,
Iceland,ISL,2018,82.855,43439,,336712,
India,IND,2018,69.416,6806,,1352642283,
Indonesia,IDN,2018,71.509,11852,,267670549,
Iran,IRN,2018,76.479,17011,,81800204,
Iraq,IRQ,2018,70.454,12836,,38433604,
Ireland,IRL,2018,82.103,64684,,4818694,
Isle of Man,IMN,2018,81.255,,,84073,
Israel,ISR,2018,82.819,32955,,8381507,
Italy,ITA,2018,83.352,34364,,60627291,
Jamaica,JAM,2018,74.368,7273,,2934853,
Japan,JPN,2018,84.47,38674,,127202190,
Jordan,JOR,2018,74.405,11506,,9965322,
Kazakhstan,KAZ,2018,73.236,25308,,18319616,
Kenya,KEN,2018,66.342,3377,,51392570,
Kiribati,KIR,2018,68.116,,,115842,
Kuwait,KWT,2018,75.398,65521,,4137314,
Kyrgyzstan,KGZ,2018,71.321,5177,,6304025,
Laos,LAO,2018,67.61,6451,,7061498,
Latin America,,2018,,14076,,,
Latin America and the Caribbean,,2018,75.327,,,,
Latvia,LVA,2018,75.172,24313,,1928461,
Lebanon,LBN,2018,78.875,12559,,6859408,
Lesotho,LSO,2018,53.705,2731,,2108327,
Liberia,LBR,2018,63.73,818,,4818976,
Libya,LBY,2018,72.724,15013,,6678565,
Liechtenstein,LIE,2018,82.351,,,37918,
Lithuania,LTU,2018,75.737,27371,,2801270,
Luxembourg,LUX,2018,82.102,57428,,604244,
Macao,MAC,2018,84.118,,,631633,
Madagascar,MDG,2018,66.681,1428,,26262313,
Malawi,MWI,2018,63.798,1117,,18143215,
Malaysia,MYS,2018,75.997,24842,,31528033,
Maldives,MDV,2018,78.627,,,515703,
Mali,MLI,2018,58.893,1667,,19077755,
Malta,MLT,2018,82.376,32029,,439255,
Marshall Islands,MHL,2018,73.496,,,58412,
Martinique,MTQ,2018,82.359,,,375672,
Mauritania,MRT,2018,64.704,3458,,4403312,
Mauritius,MUS,2018,74.863,20139,,1267184,
Mayotte,MYT,2018,79.417,,,259526,
Mexico,MEX,2018,74.992,16494,,126190782,
Micronesia (country),FSM,2018,67.755,,,112640,
Middle East,,2018,,18430,,,
Moldova,MDA,2018,71.808,6747,,4051950,
Monaco,MCO,2018,86.56,,,38682,
Mongolia,MNG,2018,69.689,13383,,3170214,
Montenegro,MNE,2018,76.77,19504,,627803,
Montserrat,MSR,2018,74.388,,,4993,
Morocco,MAR,2018,76.453,8451,,36029089,
Mozambique,MOZ,2018,60.163,1133,,29496009,
Myanmar,MMR,2018,66.867,5838,,53708318,
Namibia,NAM,2018,63.373,9043,,2448300,
Nauru,NRU,2018,59.863,,,10678,
Nepal,NPL,2018,70.478,2727,,28095712,
Netherlands,NLD,2018,82.143,47474,,17059560,
New Caledonia,NCL,2018,77.374,,,279986,
New Zealand,NZL,2018,82.145,35336,,4743131,
Nicaragua,NIC,2018,74.275,4952,,6465502,
Niger,NER,2018,62.024,965,,22442831,
Nigeria,NGA,2018,54.332,5238,,195874685,
Niue,NIU,2018,73.567,,,1610,
North America,,2018,,,,582921781,
North Korea,PRK,2018,72.095,1596,,25549606,
North Macedonia,MKD,2018,75.688,13074,,2082956,
Northern America,,2018,79.199,,,,
Northern Mariana Islands,MNP,2018,76.44,,,56889,
Norway,NOR,2018,82.271,84580,,5337960,
Oceania,,2018,78.529,,,41570823,
Oman,OMN,2018,77.633,36478,,4829476,
Pakistan,PAK,2018,67.114,5510,,212228288,
Palau,PLW,2018,73.524,,,17911,
Palestine,PSE,2018,73.895,5208,,4862978,
Panama,PAN,2018,78.329,22637,,4176868,
Papua New Guinea,PNG,2018,64.263,,,8606324,
Paraguay,PRY,2018,74.131,9339,,6956069,
Peru,PER,2018,76.516,12310,,31989265,
Philippines,PHL,2018,71.095,8139,,106651394,
Poland,POL,2018,78.544,27455,,37921585,
Portugal,PRT,2018,81.857,27036,,10256192,
Puerto Rico,PRI,2018,79.952,35076,,3039598,
Qatar,QAT,2018,80.1,153764,,2781682,
Reunion,REU,2018,80.247,,,882531,
Romania,ROU,2018,75.924,20126,,19506110,
Russia,RUS,2018,72.386,24669,,145734034,
Rwanda,RWA,2018,68.7,1929,,12301969,
Saint Barthlemy,,2018,81.82,,,9824,
Saint Helena,SHN,2018,80.422,,,6039,
Saint Kitts and Nevis,KNA,2018,76.075,,,52438,
Saint Lucia,LCA,2018,76.057,10475,,181890,
Saint Martin (French part),MAF,2018,81.86,,,37264,
Saint Pierre and Miquelon,SPM,2018,80.921,,,5845,
Saint Vincent and the Grenadines,VCT,2018,72.415,,,110210,
Samoa,WSM,2018,73.187,,,196128,
San Marino,SMR,2018,84.841,,,33784,
Sao Tome and Principe,STP,2018,70.17,3730,,211032,
Saudi Arabia,SAU,2018,74.998,50305,,33702757,
Senegal,SEN,2018,67.665,2617,,15854324,
Serbia,SRB,2018,75.849,14124,,8802741,
Seychelles,SYC,2018,73.333,29531,,97094,
Sierra Leone,SLE,2018,54.309,1684,,7650149,
Singapore,SGP,2018,83.458,68402,,5757503,
Sint Maarten (Dutch part),SXM,2018,78.794,,,41936,
Slovakia,SVK,2018,77.388,27076,,5453017,
Slovenia,SVN,2018,81.172,29245,,2077835,
Solomon Islands,SLB,2018,72.835,,,652856,
Somalia,SOM,2018,57.068,,,15008225,
South Africa,ZAF,2018,63.857,12166,,57792520,
South America,,2018,,,,423581098,
South Korea,KOR,2018,82.846,37928,,51171700,
South Sudan,SSD,2018,57.604,,,10975924,
South and South-East Asia,,2018,,7649,,,
Spain,ESP,2018,83.433,31497,,46692863,
Sri Lanka,LKA,2018,76.812,11663,,21228760,
Sub-Sahara Africa,,2018,,3532,,,
Sudan,SDN,2018,65.095,3380,,41801532,
Suriname,SUR,2018,71.57,,,575987,
Sweden,SWE,2018,82.654,45542,,9971630,
Switzerland,CHE,2018,83.63,61373,,8525614,
Syria,SYR,2018,71.779,3349,,16945062,
Taiwan,TWN,2018,80.283,44664,,23726460,
Tajikistan,TJK,2018,70.879,4440,,9100847,
Tanzania,TZA,2018,65.015,2875,,56313444,
Thailand,THA,2018,76.931,16649,,69428454,
Timor,TLS,2018,69.26,,,1267975,
Togo,TGO,2018,60.76,1451,,7889095,
Tokelau,TKL,2018,81.67,,,1318,
Tonga,TON,2018,70.801,,,103199,
Trinidad and Tobago,TTO,2018,73.38,28549,,1389841,
Tunisia,TUN,2018,76.505,11354,,11565203,
Turkey,TUR,2018,77.437,19270,,82340090,
Turkmenistan,TKM,2018,68.073,26318,,5850902,
Turks and Caicos Islands,TCA,2018,80.048,,,37667,
Tuvalu,TUV,2018,67.348,,,11505,
Uganda,UGA,2018,62.973,2045,,42729032,
Ukraine,UKR,2018,71.953,9813,,44246158,
United Arab Emirates,ARE,2018,77.814,76398,,9630966,
United Kingdom,GBR,2018,81.236,38058,,67141678,
United States,USA,2018,78.851,55335,,327096263,
United States Virgin Islands,VIR,2018,80.421,,,104672,
Uruguay,URY,2018,77.77,20186,,3449290,
Uzbekistan,UZB,2018,71.573,11220,,32476232,
Vanuatu,VUT,2018,70.323,,,292675,
Vatican,VAT,2018,74.94,,,810,
Venezuela,VEN,2018,72.128,10710,,28887117,
Vietnam,VNM,2018,75.317,6814,,95545959,
Wallis and Futuna,WLF,2018,79.767,,,11653,
Western Europe,,2018,,39790,,,
Western Offshoots,,2018,,53756,"United States, Canada, Australia and New Zealand",,
Western Sahara,ESH,2018,70.017,,,567396,
World,OWID_WRL,2018,72.386,15212,,7631091110,
Yemen,YEM,2018,66.096,2285,,28498683,
Zambia,ZMB,2018,63.51,3534,,17351714,
Zimbabwe,ZWE,2018,61.195,1611,,14438812,
Afghanistan,AFG,2017,64.13,2015,,36296111,
Africa,,2017,62.472,,,1244222269,
Albania,ALB,2017,78.333,10702,,2884169,
Algeria,DZA,2017,76.499,14267,,41389174,
American Samoa,ASM,2017,73.636,,,55617,
Americas,,2017,76.62993096,,,,
Andorra,AND,2017,83.443,,,76997,
Angola,AGO,2017,60.379,8146,,29816769,
Anguilla,AIA,2017,81.568,,,14588,
Antigua and Barbuda,ATG,2017,76.752,,,95425,
Argentina,ARG,2017,76.372,19201,,43937143,
Armenia,ARM,2017,74.797,10859,,2944789,
Aruba,ABW,2017,76.01,,,105361,
Asia,,2017,73.15,,,4517860329,
Australia,AUS,2017,83.122,49266,,24584619,
Austria,AUT,2017,81.34,42177,,8819902,
Azerbaijan,AZE,2017,72.693,16522,,9845316,
Bahamas,BHS,2017,73.554,,,381749,
Bahrain,BHR,2017,77.032,40696,,1494077,
Bangladesh,BGD,2017,72.052,3837,,159685421,
Barbados,BRB,2017,78.981,12061,,286229,
Belarus,BLR,2017,74.34,18113,,9450233,
Belgium,BEL,2017,81.305,39352,,11419752,
Belize,BLZ,2017,74.365,,,375775,
Benin,BEN,2017,61.174,2142,,11175192,
Bermuda,BMU,2017,82.316,,,63040,
Bhutan,BTN,2017,71.129,,,745563,
Bolivia,BOL,2017,70.945,6521,,11192853,
Bonaire Sint Eustatius and Saba,BES,2017,77.42,,,25399,
Bosnia and Herzegovina,BIH,2017,77.128,10069,,3351534,
Botswana,BWA,2017,68.812,15397,,2205076,
Brazil,BRA,2017,75.456,13952,,207833825,
British Virgin Islands,VGB,2017,78.742,,,29567,
Brunei,BRN,2017,75.585,,,424481,
Bulgaria,BGR,2017,74.815,17764,,7102452,
Burkina Faso,BFA,2017,60.768,1530,,19193236,
Burundi,BDI,2017,60.898,671,,10827010,
Cambodia,KHM,2017,69.289,3425,,16009413,
Cameroon,CMR,2017,58.511,2850,,24566070,
Canada,CAN,2017,82.21,44592,,36732091,
Cape Verde,CPV,2017,72.57,6577,,537499,
Cayman Islands,CYM,2017,83.633,,,63382,
Central African Republic,CAF,2017,52.24,607,,4596023,
Chad,TCD,2017,53.712,2066,,15016761,
Channel Islands,OWID_CIS,2017,82.766,,,168666,
Chile,CHL,2017,79.909,21650,,18470435,
China,CHN,2017,76.47,12734,,1421021794,
Colombia,COL,2017,76.925,13358,,48909844,
Comoros,COM,2017,63.912,1713,,813890,
Congo,COG,2017,63.954,5747,,5110701,
Cook Islands,COK,2017,75.845,,,17505,
Costa Rica,CRI,2017,79.914,14471,,4949955,
Cote d'Ivoire,CIV,2017,57.017,3559,,24437475,
Croatia,HRV,2017,78.197,21232,,4182846,
Cuba,CUB,2017,78.662,8142,,11339255,
Curacao,CUW,2017,78.587,,,161986,
Cyprus,CYP,2017,80.672,26445,,1179685,
Czechia,CZE,2017,79.058,29998,,10641032,
Czechoslovakia,OWID_CZS,2017,,28773,,,
Democratic Republic of Congo,COD,2017,60.026,839,,81398765,
Denmark,DNK,2017,80.681,45456,,5732277,
Djibouti,DJI,2017,65.893,3168,,944100,
Dominica,DMA,2017,74.597,8842,,71460,
Dominican Republic,DOM,2017,73.689,15019,,10513111,
East Asia,,2017,,15956,,,
Eastern Europe,,2017,,20116,,,
Ecuador,ECU,2017,76.584,10637,,16785356,
Egypt,EGY,2017,71.656,11620,,96442590,
El Salvador,SLV,2017,72.872,8428,,6388124,
Equatorial Guinea,GNQ,2017,58.061,31048,,1262008,
Eritrea,ERI,2017,65.538,,,3412894,
Estonia,EST,2017,78.354,26254,,1319389,
Eswatini,SWZ,2017,58.319,7963,,1124808,
Ethiopia,ETH,2017,65.872,1753,,106399926,
Europe,,2017,78.25,,,746596841,
Faeroe Islands,FRO,2017,80.383,,,48326,
Falkland Islands,FLK,2017,81.163,,,3074,
Fiji,FJI,2017,67.252,,,877460,
Finland,FIN,2017,81.561,38367,,5511372,
Former USSR,,2017,,19152,,,
Former Yugoslavia,,2017,,15961,,,
France,FRA,2017,82.432,37895,,64842513,
French Guiana,GUF,2017,79.731,,,275189,
French Polynesia,PYF,2017,77.251,,,276108,
Gabon,GAB,2017,65.839,17963,,2064812,
Gambia,GMB,2017,61.44,1819,,2213900,
Georgia,GEO,2017,73.414,11431,,4008723,
Germany,DEU,2017,81.039,45620,,82658409,
Ghana,GHA,2017,63.463,4104,,29121464,
Gibraltar,GIB,2017,79.63,,,33723,
Greece,GRC,2017,81.901,22959,,10569449,
Greenland,GRL,2017,71.565,,,56473,
Grenada,GRD,2017,72.388,,,110874,
Guadeloupe,GLP,2017,81.708,,,399679,
Guam,GUM,2017,79.631,,,164281,
Guatemala,GTM,2017,73.81,7308,,16914979,
Guinea,GIN,2017,60.706,1563,,12067516,
Guinea-Bissau,GNB,2017,57.673,1483,,1828146,
Guyana,GUY,2017,69.624,,,775218,
Haiti,HTI,2017,63.29,1726,,10982367,
Honduras,HND,2017,74.898,4941,,9429016,
Hong Kong,HKG,2017,84.493,49919,,7306315,
Hungary,HUN,2017,76.498,24350,,9729822,
Iceland,ISL,2017,82.725,42978,,334395,
India,IND,2017,69.165,6449,,1338676779,
Indonesia,IDN,2017,71.282,11365,,264650968,
Iran,IRN,2017,76.271,17687,,80673888,
Iraq,IRQ,2017,70.294,13211,,37552789,
Ireland,IRL,2017,81.872,60544,,4753281,
Isle of Man,IMN,2017,81.112,,,83610,
Israel,ISR,2017,82.663,32339,,8243849,
Italy,ITA,2017,83.184,34027,,60673694,
Jamaica,JAM,2017,74.267,7135,,2920848,
Japan,JPN,2017,84.29,38415,,127502728,
Jordan,JOR,2017,74.292,11494,,9785840,
Kazakhstan,KAZ,2017,72.728,24557,,18080023,
Kenya,KEN,2017,65.909,3250,,50221146,
Kiribati,KIR,2017,67.851,,,114153,
Kuwait,KWT,2017,75.311,66010,,4056102,
Kyrgyzstan,KGZ,2017,71.193,5056,,6189727,
Laos,LAO,2017,67.277,6166,,6953031,
Latin America,,2017,,14087,,,
Latin America and the Caribbean,,2017,75.169,,,,
Latvia,LVA,2017,75.048,23133,,1951097,
Lebanon,LBN,2017,78.833,12881,,6819373,
Lesotho,LSO,2017,52.947,2721,,2091532,
Liberia,LBR,2017,63.295,829,,4702224,
Libya,LBY,2017,72.52,13008,,6580723,
Liechtenstein,LIE,2017,82.228,,,37805,
Lithuania,LTU,2017,75.507,26157,,2845419,
Luxembourg,LUX,2017,81.955,56780,,591914,
Macao,MAC,2017,83.989,,,622578,
Madagascar,MDG,2017,66.311,1400,,25570511,
Malawi,MWI,2017,63.279,1119,,17670193,
Malaysia,MYS,2017,75.828,24041,,31104655,
Maldives,MDV,2017,78.325,,,496398,
Mali,MLI,2017,58.452,1629,,18512429,
Malta,MLT,2017,82.221,30902,,437935,
Marshall Islands,MHL,2017,73.278,,,58053,
Martinique,MTQ,2017,82.164,,,375946,
Mauritania,MRT,2017,64.464,3431,,4282582,
Mauritius,MUS,2017,74.743,19522,,1264497,
Mayotte,MYT,2017,79.405,,,252962,
Mexico,MEX,2017,74.947,16309,,124777326,
Micronesia (country),FSM,2017,67.618,,,111461,
Middle East,,2017,,18404,,,
Moldova,MDA,2017,71.717,6419,,4059687,
Monaco,MCO,2017,86.325,,,38392,
Mongolia,MNG,2017,69.509,12768,,3113788,
Montenegro,MNE,2017,76.667,18569,,627563,
Montserrat,MSR,2017,74.501,,,4989,
Morocco,MAR,2017,76.218,8291,,35581257,
Mozambique,MOZ,2017,59.309,1125,,28649007,
Myanmar,MMR,2017,66.558,5536,,53382521,
Namibia,NAM,2017,63.021,9188,,2402623,
Nauru,NRU,2017,59.805,,,10577,
Nepal,NPL,2017,70.169,2600,,27632682,
Netherlands,NLD,2017,82.004,46651,,17021343,
Netherlands Antilles,ANT,2017,,,,321292,
New Caledonia,NCL,2017,77.196,,,277159,
New Zealand,NZL,2017,82.002,34876,,4702029,
Nicaragua,NIC,2017,74.068,5214,,6384843,
Niger,NER,2017,61.599,935,,21602388,
Nigeria,NGA,2017,53.95,5271,,190873247,
Niue,NIU,2017,73.424,,,1612,
North America,,2017,,,,578582963,
North Korea,PRK,2017,71.91,1673,,25429816,
North Macedonia,MKD,2017,75.589,12753,,2081996,
Northern America,,2017,79.198,,,,
Northern Mariana Islands,MNP,2017,76.089,,,56553,
Norway,NOR,2017,82.146,84056,,5296324,
Oceania,,2017,78.336,,,41006479,
Oman,OMN,2017,77.393,37102,,4665926,
Pakistan,PAK,2017,66.947,5392,,207906210,
Palau,PLW,2017,73.32,,,17809,
Palestine,PSE,2017,73.74,5270,,4747233,
Panama,PAN,2017,78.149,22207,,4106764,
Papua New Guinea,PNG,2017,64.01,,,8438038,
Paraguay,PRY,2017,73.992,9114,,6867058,
Peru,PER,2017,76.286,11953,,31444299,
Philippines,PHL,2017,70.952,7781,,105172921,
Poland,POL,2017,78.338,26061,,37953176,
Portugal,PRT,2017,81.655,26299,,10288527,
Puerto Rico,PRI,2017,79.806,35439,,3163676,
Qatar,QAT,2017,79.981,154669,,2724727,
Reunion,REU,2017,80.052,,,876131,
Romania,ROU,2017,75.79,19158,,19653966,
Russia,RUS,2017,72.139,24043,,145530091,
Rwanda,RWA,2017,68.341,1819,,11980960,
Saint Barthlemy,,2017,81.599,,,9788,
Saint Helena,SHN,2017,80.321,,,6008,
Saint Kitts and Nevis,KNA,2017,75.91,,,52036,
Saint Lucia,LCA,2017,75.907,10440,,180955,
Saint Martin (French part),MAF,2017,81.622,,,36569,
Saint Pierre and Miquelon,SPM,2017,80.783,,,5885,
Saint Vincent and the Grenadines,VCT,2017,72.3,,,109826,
Samoa,WSM,2017,73.046,,,195358,
San Marino,SMR,2017,84.699,,,33671,
Sao Tome and Principe,STP,2017,69.933,3721,,207086,
Saudi Arabia,SAU,2017,74.874,50002,,33101182,
Senegal,SEN,2017,67.38,2520,,15419354,
Serbia,SRB,2017,75.684,13489,,8829623,
Seychelles,SYC,2017,73.276,27574,,96418,
Sierra Leone,SLE,2017,53.895,1644,,7488427,
Singapore,SGP,2017,83.279,67331,,5708042,
Sint Maarten (Dutch part),SXM,2017,78.644,,,41444,
Slovakia,SVK,2017,77.219,26096,,5447903,
Slovenia,SVN,2017,81.016,28190,,2076395,
Solomon Islands,SLB,2017,72.645,,,636030,
Somalia,SOM,2017,56.709,,,14589165,
South Africa,ZAF,2017,63.538,12189,,57009751,
South America,,2017,,,,419903920,
South Korea,KOR,2017,82.628,37093,,51096408,
South Sudan,SSD,2017,57.365,,,10910774,
South and South-East Asia,,2017,,7306,,,
Spain,ESP,2017,83.294,30908,,46647425,
Sri Lanka,LKA,2017,76.648,11418,,21128028,
Sub-Sahara Africa,,2017,,3524,,,
Sudan,SDN,2017,64.881,3566,,40813398,
Suriname,SUR,2017,71.463,,,570501,
Svalbard and Jan Mayen,SJM,2017,,,,2400,
Sweden,SWE,2017,82.516,45193,,9904895,
Switzerland,CHE,2017,83.473,60171,,8455797,
Syria,SYR,2017,70.967,3241,,17095669,
Taiwan,TWN,2017,80.107,43504,,23674546,
Tajikistan,TJK,2017,70.647,4205,,8880270,
Tanzania,TZA,2017,64.479,2763,,54660345,
Thailand,THA,2017,76.683,16032,,69209817,
Timor,TLS,2017,69.007,,,1243260,
Togo,TGO,2017,60.489,1418,,7698476,
Tokelau,TKL,2017,81.476,,,1297,
Tonga,TON,2017,70.701,,,102002,
Trinidad and Tobago,TTO,2017,73.245,28557,,1384060,
Tunisia,TUN,2017,76.31,11168,,11433438,
